stem,source_split,split,defect,classes,boxes,difficult_boxes,has_difficult,all_difficult,width,height,sha256,dhash,image,xml
train_194,train,train,1,side,3,0,0,0,642,543,6c2268fe089542cd93720ddfb17dfeed7d44684bc02608e162957ff6e4df63e6,618e1f2b070f0f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_194.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_194.xml
train_195,train,train,1,side,2,0,0,0,649,545,f836174eb125c7f7145201bd622142ecb5e0c3674a49741662b9dc071eeec391,618e172b07070760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_195.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_195.xml
train_196,train,train,1,side,4,0,0,0,629,537,76acbeb5757509c99956660d48f17afb12d1502cfa3e07bca43baff1c7303bf6,608e172b070f0760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_196.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_196.xml
train_197,train,train,1,side,4,0,0,0,654,553,8a4e1b0fc1c7764fe6e17074f65579f7ddc375ca3dc1f745c5353b5dac6529b5,608e1f2b07070f00,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_197.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_197.xml
train_198,train,train,1,side,5,0,0,0,673,572,0f6ada1e35bd1f3dadcc347455d387a87b36a16e7925b89a79347e84b17f89ff,608f1f0b07070f40,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_198.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_198.xml
train_199,train,train,1,side,6,0,0,0,605,412,dcfd72673fc2ec0fa1b9ca46e8efa30e013614e951f2f8b54c6b3517e2120783,001b03330f0f0784,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_199.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_199.xml
train_200,train,val,1,side,5,0,0,0,667,446,8745dac832d44ef7d05f91439686a3ed530a08ef37ff0f04896b3e73846fafa6,001303230f0f0f46,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_200.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_200.xml
train_201,train,train,1,side,5,0,0,0,672,451,d4c3641c859664db1811a1e0ec0c33a402ec0711e66a9450e3ae73506e2841ad,001b0b230f0f0f86,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_201.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_201.xml
train_202,train,val,0,,0,0,0,0,453,464,ee21464e5abcc5b6533a00814a42d300bba53afc261f130b9ab61304808028dd,2087130d0f038fe0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_202.jpg,
train_203,train,train,0,,0,0,0,0,518,528,8c64e9206097fef45114e810575c9b6b1397c596015669da015def55df5b9248,20070f0d0b0f8fe0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_203.jpg,
train_204,train,train,0,,0,0,0,0,462,368,ea907be4f2fe84b836b9f9b06df77d55f0901e609669ff1e04a7ddf2a515050b,608e1f2b331387e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_204.jpg,
train_205,train,train,0,,0,0,0,0,462,363,b46549ab4746861b9966a902633d82fcab64e5293acf62ce199b17f8e7249b1a,618e1f23370f87e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_205.jpg,
train_206,train,train,0,,0,0,0,0,465,360,7c4e1798e61fb13006cb48513d84fb9e828d3e808d669c1f1a45c59f4733dc1f,618e1f2303178fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_206.jpg,
train_207,train,train,0,,0,0,0,0,467,375,8e746cd49e0f40d76600a618a289e5b5675ec23874c5873173b69d72cfcde81f,30ce0f23231387e3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_207.jpg,
train_208,train,train,0,,0,0,0,0,470,384,60827802808213cd023167a20c351bb370ceeb47edf17417d480f8612ef0ee09,618e1323230787e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_208.jpg,
train_209,train,train,0,,0,0,0,0,444,193,7f08480e42bc73215c06149b890875621a81c569e00f4f16fd650ae56edae8e4,2087232717078fc7,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_209.jpg,
train_210,train,val,0,,0,0,0,0,458,198,c67b0a4ab409e87d6e25bde81ae74b6b647fbb04a688f82171909507e0a371fd,608e33270b078fc3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_210.jpg,
train_211,train,val,0,,0,0,0,0,451,200,ac5d98e2982b81e45e95cc071d6dcf16a02c6c97d95a5d0cb84b9742f58f782e,608e17270b078fc3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_211.jpg,
train_212,train,train,0,,0,0,0,0,517,522,e64692032a6a1500931b96ce5447faa4851d2758c97b2d2ab4628eb063631cf9,248f0f0d0b0787e0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_212.jpg,
train_213,train,val,0,,0,0,0,0,497,504,59fdfdfd1e656fc64c4bdbe4e2be96dfe8652c6f7fe0ef0a92049a4e218a114d,2807070f0b0787e0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_213.jpg,
train_214,train,train,0,,0,0,0,0,466,356,c3b687c763aa56b90acb3fc267e9344b10b6d818801c02c47f4373ae6d80880f,618e1f23070787e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_214.jpg,
train_215,train,train,0,,0,0,0,0,457,354,926899ded51d5ff89839956b20f39684881c03f107de9c91964c156914f85fef,618e1723070787c1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_215.jpg,
train_216,train,train,0,,0,0,0,0,457,346,346bd53418514ec458861ed698aa4ccdc4dafea9aa2f9f901fe26c733e245c39,618e1723070787c1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_216.jpg,
train_217,train,train,0,,0,0,0,0,460,344,e71b9266f5dbd9a4aa69f0844124b4787f1b29e7be1ff20c7f743fde74075080,618e1723070f8741,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_217.jpg,
train_218,train,train,0,,0,0,0,0,450,340,80a0c211981c8dbc86da296e35a06a6a5428c17204cce688e145616f559cae06,618e1723270f8fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_218.jpg,
train_219,train,val,0,,0,0,0,0,559,205,3ad23e66acad133a469fc33b6194b6545ca7ef12927908373637b1ff4ba3668e,0107071b0b070f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_219.jpg,
train_220,train,train,0,,0,0,0,0,539,201,3d6f7fad144d04def3736695bb10954677294cf837379b5f998f9680789aaaf9,4707170b03070f8f,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_220.jpg,
train_221,train,val,0,,0,0,0,0,547,207,cc4be2b61d8f869ea8a3bdd5965dba413394521a96a7982dce9e83c56bf34359,0307331b03078f87,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_221.jpg,
train_222,train,train,0,,0,0,0,0,470,481,173c16c33a15c5dc58a68561dbb2ca69a9e3b35973d544771b7d3a03cd9edd2f,420f0b0d0d078760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_222.jpg,
train_223,train,train,0,,0,0,0,0,537,534,6e9b1c5e5da39aed201ad506dc0db4869263b1f7cbf15eac857172166b031c43,208f0f0d0d078f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_223.jpg,
train_224,train,train,0,,0,0,0,0,515,339,d06bdec9467693e89aa4be29654cef53d6d03cac563d30306cd3a1de0763d2bb,608e1723070787c3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_224.jpg,
train_225,train,train,1,oblique,3,0,0,0,507,328,c5e0da257c5fea4c7373dfa1add1188981a18e49e7ca97a4bf3dbe6a625fb90b,618e132317078fc3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_225.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_225.xml
train_226,train,train,1,oblique,6,0,0,0,508,327,176c48aecb2947c01471a6862d0895f4f8467cb765f9622edaf9afb76005863e,618e132307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_226.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_226.xml
train_227,train,train,1,oblique,7,0,0,0,520,335,a1948e98247a4e7d05a53a654e6b12076eb4152b53f70c5b9134da6f5f979ead,618e1323070f87c3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_227.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_227.xml
train_228,train,train,1,oblique,4,0,0,0,533,336,97338bbfe52af35694b11e4c26fee62c7fc58c3efa42812e633066c00a879607,608e132307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_228.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_228.xml
train_229,train,train,1,oblique,3,0,0,0,495,201,bd5953e627d1a3f5afa7b231e9a600f586be89ef28b1acb957935a87a08ecb84,0097332727070f8b,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_229.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_229.xml
train_230,train,train,1,oblique,1,0,0,0,506,190,80e6b2f373140a15fbeb73bb24cb2dde6612049ed62eacdd67c77bc42e23f344,4016370b070787c3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_230.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_230.xml
train_231,train,val,1,oblique,1,0,0,0,519,193,96c0696360ebcca4e4b2df0c72d6ca33854665cdcc6d408c5c44b69dc361307a,401e370b03078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_231.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_231.xml
train_232,train,val,0,,0,0,0,0,657,649,560602d5a8f83fcccbff340e04ae720b5121a3e573f23fb2f4583fcf5efcf468,e08f170b03078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_232.jpg,
train_233,train,val,0,,0,0,0,0,776,753,0392d979e3921598195275279cfa1d456e9eef5c49b589a0140defc253b9e27b,210c0f0e0f0f0c00,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_233.jpg,
train_234,train,train,0,,0,0,0,0,613,558,504923b7bd451a0dbb705eb3f9550fc75bedeb7b7531e699d1c3eb4164fee257,200e8f230f138f69,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_234.jpg,
train_235,train,train,1,side,4,0,0,0,628,573,9525a99892d24e979e8620420b08a7764c418b3d99b6365f5af6468fffb2f8db,e30d9f230f0787e8,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_235.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_235.xml
train_236,train,train,1,side,3,0,0,0,604,540,3d9101d841857b0c2d5376061c5385a31576c31074b7f1a4430e4ae7291e0c3b,600d8f230f138fe9,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_236.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_236.xml
train_237,train,train,1,side,2,0,0,0,628,560,e481ed67dd138f7b05baffdb562a957374c4b9a58e59ac90a52e8cd58f0387c9,200d8f230f138fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_237.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_237.xml
train_238,train,train,1,side,1,0,0,0,642,578,16c90d20706a3cf127d5a89b6fedd2ef22a9762839da17a4d9b3510d8f76345f,600d8f230f1387c9,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_238.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_238.xml
train_239,train,val,1,side,2,0,0,0,682,475,5c91ec5f84099f4fb1bc8223c5f6b792ce6f210b5c27566981704d9c75dd837f,20048e0f03030788,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_239.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_239.xml
train_240,train,val,1,side,2,0,0,0,708,500,f52f5a87695a242c68026b84e5b464340e1a087cedb7c999af22be383fde9912,20068e0f031307c0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_240.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_240.xml
train_241,train,val,1,side,1,0,0,0,728,515,b8259b8d38ae11e72c13117db14a82e26da3df2cda632dc76b8a5f1cf06a20c7,200ece0f231307c0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_241.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_241.xml
train_242,train,train,0,,0,0,0,0,655,653,7144a0934d2de5948edbf8a2bff0eeba65933ecfa456dc073a977394abfbd34a,210e0f0c0d0f8400,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_242.jpg,
train_243,train,val,0,,0,0,0,0,773,737,855da0a38217a4faf3a550e377834f54317347fc616141399ca91a653dfb1853,210f0f0f0b0f8d00,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_243.jpg,
train_244,train,train,0,,0,0,0,0,583,533,b27ef55eaaec73a2f951a9ad9c99b69d47bda1a2af7d00bb22ac2c81ad88a6a9,400e0b0303078ee0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_244.jpg,
train_245,train,train,0,,0,0,0,0,605,554,cd0db9f5d3e2e9cb7695315e78a6a0e3eaa522dbac5d2e4656f7cca5b23e4d3a,618e0b0307078660,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_245.jpg,
train_246,train,train,0,,0,0,0,0,609,571,52de5d7706c4667c5af0228a35e4cb25e44fc48d3eca26385e0dcec2761ae284,618e1b2317078660,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_246.jpg,
train_247,train,train,1,side,2,2,1,1,621,570,a483fe1a8df6ac9677e8956d36e0a0e70bd3e47be1bfb238814bd0e2c8be96c7,410f0b0303078ee0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_247.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_247.xml
train_248,train,train,1,side,5,0,0,0,677,599,323e57915ae7cfc4c3f00cc1885e2621b779ff948262791d21250f5f6f8b97f7,618f0b2707078e40,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_248.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_248.xml
train_249,train,val,1,side,5,0,0,0,650,395,31f7735cf96e123d8e42187486112a140767b4d00d2b1579d3ac02880a3ed319,0003330b0b130742,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_249.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_249.xml
train_250,train,val,1,side,3,0,0,0,670,416,fe5cb66e0c1bbecb3a5e6fddadb3dc6577bd285c830fafec533d550a4a44d420,008f232303030740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_250.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_250.xml
train_251,train,train,1,side,2,1,1,0,641,401,4c7b81a2062afe94e878e8da73b6a445f745e4a14cd3fcfa36aadcc17c861f5b,801e0b0313130740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_251.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_251.xml
train_252,train,train,0,,0,0,0,0,376,389,f347a958ac0625790be8bee93b01360e438ffec5032caa96ed66f738bd0eee1a,208f0f0d0f078722,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_252.jpg,
train_253,train,train,0,,0,0,0,0,424,434,dc191a691de46232b08d30c3548c3b74271197568f856fbfd636abd152cd835c,200f0f2d0f078740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_253.jpg,
train_254,train,train,1,oblique,4,0,0,0,427,279,4e470c5ddf881e7526daed186cfc0ffdcd0d046b640db60a9d63a8a513222125,409e1f231b0787e3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_254.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_254.xml
train_255,train,train,1,oblique,5,0,0,0,434,284,ecf8e741ebdbe8ea15e934d1dcb61ac35c8de2b69134783db243a9b21d4f4afc,618e172303078f61,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_255.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_255.xml
train_256,train,train,1,oblique,2,1,1,0,445,295,49b1e6b27f7437cb5b710eb98b14beecad82d6369e71b8ff8606e03928a320b5,699e1323170787e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_256.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_256.xml
train_257,train,train,1,oblique,3,0,0,0,446,301,716c707d97171a3dbd8da4d1471e0e3f6438ad719f2673ee20d4aa9d912f4c10,6186172327078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_257.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_257.xml
train_258,train,train,1,oblique,4,0,0,0,432,295,7a84ae85162a679f9c49b6c8ad4c29ad89a2c20f473cb0649c94d1a7f6dda74b,618e172313078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_258.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_258.xml
train_259,train,val,1,oblique,4,0,0,0,375,145,ce331283a4a1d3b87ca288202b7a147666aacf0cb0dc770c2e2adf4fc8cac07d,0107334b07078f03,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_259.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_259.xml
train_260,train,train,1,oblique,3,0,0,0,398,157,1b1f0544126290b615617b4474d3bce952f5aba81af011d4644238ccb9892bfe,4016373313070707,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_260.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_260.xml
train_261,train,val,1,oblique,3,0,0,0,417,162,d5993dcc5253b2fcaf82ca57a2a3f50f47a9849847aa68d81c026854032cbce8,c01e270307078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_261.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_261.xml
train_262,train,train,0,,0,0,0,0,361,371,c68872c152a1572c27493c7e63c2463a372c17ede2893e41cc2ee7da936007a1,220f1b0d0b078741,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_262.jpg,
train_263,train,train,0,,0,0,0,0,417,422,04f9b536ff58483d05f5ea69a7d2a5798c63e86196f66e86ef19c43324be9419,200f070b0b0f8f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_263.jpg,
train_264,train,train,0,,0,0,0,0,406,290,3d4622c26458eabf09cca2443733a0d6b38ffe0d49ef5d86c27da9d8fd210987,618e1f23070787e3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_264.jpg,
train_265,train,train,0,,0,0,0,0,403,297,87e63aecaf1a1373df825355233610977180d8ff6335c3a10a984a56159b7245,618e172307078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_265.jpg,
train_266,train,train,0,,0,0,0,0,407,312,5b8d4777730f91eb41152f6d394f8cb7e44b0f3c7146d5dc7f9e447a61bcbbcf,718e1f2307078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_266.jpg,
train_267,train,train,0,,0,0,0,0,413,313,db78ae7c164aaa58c95806dff4804170b4bbdd90e3a040e63ca2a81d30ba9b67,618e172307078fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_267.jpg,
train_268,train,train,0,,0,0,0,0,424,323,ed322dc26b069ea7c2a0670abb47caa143714676e57c266451a84a35489b038e,318e1f23070787e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_268.jpg,
train_269,train,train,0,,0,0,0,0,413,166,ef3bfdd51fa0ed9bf0b9bc2ba9239aa474b8b19025c2fcb635188eab82344241,0117331713130703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_269.jpg,
train_270,train,train,0,,0,0,0,0,432,173,d2eef28785b5cf6b0d063390d3e1fe945402ed3da92639e08960719846aa2c41,401e37030b0b8703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_270.jpg,
train_271,train,train,0,,0,0,0,0,392,415,4faf0fa41de134928c3492a561640d3cccfbed2453a1fe32b3147a1d370b55fe,600f17090f078760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_271.jpg,
train_272,train,val,0,,0,0,0,0,465,468,e61db58b89815be56c11fb27d77078fc8b99d49f5960f602d276a2b999252a36,000f0f0d0d0f8f60,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_272.jpg,
train_273,train,train,0,,0,0,0,0,434,290,6045796cbb6ad24fa17ccbc9e1d97df37d05a3201042bbb7c08aa37788210123,418e1723070787e3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_273.jpg,
train_274,train,train,0,,0,0,0,0,447,300,9d66e0403d29a7b4607edaa1e28717fbc0dfda2deb5af83cc9c80d6567cc6cd1,638e172307078763,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_274.jpg,
train_275,train,train,0,,0,0,0,0,453,303,e4b23fe2d3b95afee8c1e4aa1383d702b784ffd0bce1b49417707c67c0f9c54e,618e17230f078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_275.jpg,
train_276,train,train,0,,0,0,0,0,458,318,c59ef89b808f5c327c1bdcafc1457470c6e40643feaa71e7d2242b1dd738abec,618e172317078fe1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_276.jpg,
train_277,train,train,0,,0,0,0,0,428,290,56a34b50fded30dfe3d215744d18894663ce117afa6560d30127e3232c6e5cfd,618e1723070787c3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_277.jpg,
train_278,train,val,0,,0,0,0,0,435,173,8009fde2f308feeb43bc93d0abf3d15fa839fc1ae88ef2bc83447ebfba2b5a1c,d31f370303078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_278.jpg,
train_279,train,train,0,,0,0,0,0,447,177,540ed43c5d27ae7a186ef7d1eaea3d5d4d11d6f20a3e0a7ee17908378916d423,c91e270b13078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_279.jpg,
train_280,train,train,0,,0,0,0,0,432,173,bac7ff23e7b143426cb00eb4edbf27fc31c49cc987a6b88d1fbc69683ee004fd,c11f371303178703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_280.jpg,
train_281,train,train,0,,0,0,0,0,418,430,06d3db819ca2ff529772b8b853a92d92fc9775f6d80cba54ecd49d042a5eec53,200f0f0d0b078740,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_281.jpg,
train_282,train,train,0,,0,0,0,0,410,421,4500541cf6315e78051cddb2e99d834e7593cac0eb72b5b10641b488567e92c1,208f1f2d09078760,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_282.jpg,
train_283,train,train,0,,0,0,0,0,414,276,52dddc4e39c1dfdc66517456be845aae044d9b1dea91c074921d035c7a5c454c,608e1f270f0787c1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_283.jpg,
train_284,train,train,0,,0,0,0,0,426,290,0eb32474f6313a89f7526f2cf9d3c0b0f07cf8fedaed2a7b8c6fc6b4f1051433,618e172313178fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_284.jpg,
train_285,train,train,0,,0,0,0,0,425,284,86c5f1dcc23018f1cf8ea1ef469160966ab8472dc8f3683de9b009d4cfc5e4c3,618e1b2327178fc1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_285.jpg,
train_286,train,train,0,,0,0,0,0,422,288,ccda15e9582bdde81c720a50a6c5dd48b99d7193034795b4debb8293d41eb11e,618e1f2313078761,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_286.jpg,
train_287,train,train,0,,0,0,0,0,411,278,9e2b3552b60ee27758fff160170905d4331cdd6b89689bef4ebbec15cb5dffe9,61961f030b0787e1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_287.jpg,
train_288,train,val,0,,0,0,0,0,430,174,4ecf597b2c304cbde7de9da22b723a13cc4203d6ba60ff04462430ce4bb74416,d91e271307078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_288.jpg,
train_289,train,val,0,,0,0,0,0,471,183,e4d673a52fdb60b064f2db7bab8923de111c339f76355033c5baad06ba2fa53c,c91f370307078703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_289.jpg,
train_290,train,val,0,,0,0,0,0,478,185,12a725a6ad53c14d11701f6d48844c500aac863008521c4a6516750353ddfe4f,d81e271307070703,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_290.jpg,
train_291,train,train,0,,0,0,0,0,644,646,d1c0f377c1998405b934da67fa9cc9434696cb77ae5bf2138dad4355054078c1,200f172b23078f61,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_291.jpg,
train_292,train,train,0,,0,0,0,0,656,643,5a65931bce7fd9fddd68b665d81fc9e01b02a7b83474afb97cbc83ea56d0923a,210e070f0b0f0600,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_292.jpg,
