stem,split,label,boxes,image,xml,width,height,dhash,sha256,excluded_from_train,exclusion_reason
train_286,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_286.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_286.xml,422,288,618e1f2313078761,ccda15e9582bdde81c720a50a6c5dd48b99d7193034795b4debb8293d41eb11e,False,
train_287,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_287.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_287.xml,411,278,61961f030b0787e1,9e2b3552b60ee27758fff160170905d4331cdd6b89689bef4ebbec15cb5dffe9,False,
train_288,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_288.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_288.xml,430,174,d91e271307078703,4ecf597b2c304cbde7de9da22b723a13cc4203d6ba60ff04462430ce4bb74416,False,
train_289,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_289.jpg,,471,183,c91f370307078703,e4d673a52fdb60b064f2db7bab8923de111c339f76355033c5baad06ba2fa53c,False,
train_290,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_290.jpg,,478,185,d81e271307070703,12a725a6ad53c14d11701f6d48844c500aac863008521c4a6516750353ddfe4f,False,
train_291,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_291.jpg,,644,646,200f172b23078f61,d1c0f377c1998405b934da67fa9cc9434696cb77ae5bf2138dad4355054078c1,False,
train_292,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_292.jpg,,656,643,210e070f0b0f0600,5a65931bce7fd9fddd68b665d81fc9e01b02a7b83474afb97cbc83ea56d0923a,False,
train_293,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_293.jpg,,662,607,600d8e230f0f8fc9,0d88a70db9e522be0304bf51e85fc4d71af7dd5e84c7d3c0191cdbca4c203796,False,
train_294,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_294.jpg,,665,607,608c8e230f078761,1080dcf12e8f8458da45145d531efb1ae5f9a05cc81cd0ee01cf8b1c0f98f692,False,
train_295,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_295.jpg,,684,625,608c8e230f1f8f69,274e626a761e584403f123908ed73fc8417d6fb72922136062bc75ebe0f1abdf,False,
train_296,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_296.jpg,,682,625,608c8e230f078f61,8a64d77fc5d8ba531a929d8634c605824591663b7ba990d81ef88b233b88e3b5,False,
train_297,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_297.jpg,,655,607,608d8f230f178fe0,378e318524c807a30a975de8e59e86a79b707bf3061198a8ea872cec7c8dee39,False,
train_301,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_301.jpg,,468,478,608f130d09078760,5031651fb5f7ea8123287155e6379713dffbd7ef7ba718b1f4b86cb8a7b86c36,False,
train_302,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_302.jpg,,478,495,200f0f0d09038760,d65c70af01f2c76f06c2494ca1adfc8d97688ba96c07c4790170a1316b20f3d1,False,
train_303,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_303.jpg,,436,259,409e3723131787e1,8015f423995b8c93ad339853ec71f06a91fb1c3aee43d0b259f6eb017bf7ccf1,False,
train_304,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_304.jpg,,443,283,608e1323070787e1,626245ac624809a7e1392ecaeb76c8fa39b285d59597c6d204c9bee9cecf564c,False,
train_305,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_305.jpg,,460,295,618e1f2327138fe1,c6d457dbaae48896b8a624915d653e50c5e3396e4cbc6f15d2fce4b87c38f871,False,
train_306,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_306.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_306.xml,454,288,618e1f23070787e1,5e86c89265c6a4f9eed61d6cbba82dba374eb4908a3b120dfe848a90d3446784,False,
train_307,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_307.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_307.xml,463,293,608e1f23170787c1,de6936bf79ea7b30716511cae2072b32553a3948a7e90de281d1f5d79f23baef,False,
train_311,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_311.jpg,,387,385,000f0f0d8b078700,475dbde19598a467bf53da1474494a6a937f460b6c854c7621dbd135d16a3763,False,
train_312,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_312.jpg,,522,523,230f070f0b0f8f60,c0ae416c2f1351d8f773619e64f87694801f2b5d4a484e6f78662a771495c993,False,
train_321,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_321.jpg,,415,420,608f0f0d0b078762,6f605f928d245ff31dbd972e1b5d1ebb3dc24787c366d0f4dc83320299018480,False,
train_322,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_322.jpg,,431,447,208f1f0d0b078740,8e6c89c7d3330b87bd84a6a3324a934fdc0582d4c2dcaca64a08cab8a00967cb,False,
train_323,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_323.jpg,,452,308,618e172307078fc1,4fb4b8de140802361b00490f1dce052050e546db62b002cf58454d354db5d86b,False,
train_324,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_324.jpg,,468,302,618e1723070787c1,3605f8d3b9fc5aa4a1e9a1167dc60a1f03bf1c535f37dc3320d013bd45dc2697,False,
train_325,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_325.jpg,,477,311,618e172307178fc1,e0b4f5533681c1741daa4d70ca9ed706e55c9c39da0030cc17cc6f7d19ba3b7f,False,
train_326,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_326.jpg,,471,307,618e172307078fc1,f82db1487513d01f1403b3aac08b3b62c6ca8595c85e319f39b2e5e198df33a3,False,
train_327,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_327.jpg,,473,312,618e1723070787c1,ea28f98a1eebac02ffdf8449d44743d1ec594521449b10dfb528e444aac03da3,False,
train_331,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_331.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_331.xml,395,401,200f070b090d8f40,bd1114b75ca2b9f841d46374c52bba66623e1da55df3e128694ee09b64355edc,False,
train_332,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_332.jpg,,450,474,200f1f0d0b078760,c70e68ae7a48ae5b80f840381967f9d4878b56d13133cdbcde8454775491382a,False,
train_333,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_333.jpg,,442,294,618e1723071787c1,e68a6b435b5f78fa6fe15f43cf938197061f4c95bbda5ed65077d777e58a3ed4,False,
train_334,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_334.jpg,,447,295,618e1723071f8fc1,3d557a06feb83734d65cd6a14a599ec6c8688e3b5308dc48e03e53d87a1f219d,False,
train_335,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_335.jpg,,464,312,618e172307078fc1,a7aea394daa7d109abfd03f99f09edfa41655e8d05e2b0d70fea93cad240b22c,False,
train_336,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_336.jpg,,481,344,718e1723070787c1,eed70347a8621c5c10f67f35a323657df75157667083d5897933b313e8defe92,False,
train_337,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_337.jpg,,493,347,618e172307078fc1,b11b738e1bbf8882cd94181c04f903018b677854b25adf4bd9b3b6c2df999fe1,False,
train_342,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_342.jpg,,460,465,608f070f0b078762,9d1ae1e37d9a36cc7f2419531f0a2d621dc0108351f34b48135194715c4e5cea,False,
train_343,train,scratch,6,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_343.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_343.xml,456,474,200f0f0d23078740,8c1326b34ab1ba74b1e02d3308400b12b334e85d551e97283665577b3dc86c40,False,
train_344,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_344.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_344.xml,449,304,698e132313178fe1,60d35d23d56ac2c9da45f36f66c6ed67643a7b68d6c608f87b82a719c267578d,False,
train_345,train,scratch,5,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_345.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_345.xml,459,321,208e13332b078fc1,670cd7c9e558b28a7404f0083960a5f594b6a331bebf6eaaf0779a43125323e3,False,
train_346,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_346.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_346.xml,467,320,608e1b2317178fc1,5930ed99e59b6893548bf7d0c6461cd632566f0529db453aee5bd64490396d9f,False,
train_347,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_347.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_347.xml,444,305,618e172317178fc1,9b9bbbcfe33b712127dea946dc97f078fbeaa1dd8d689ba2017da3a22e6f7c90,False,
train_348,train,scratch,4,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_348.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_348.xml,446,296,618e1323070787c1,db46ffc250c83d0d098413ef49471f4e553624cf55bc9d8e514156eec56aae90,False,
train_352,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_352.jpg,,355,359,6687130d09078740,c0ae61a7cdbee1d663a7da23bdafc8f21f463fb4fdf4879825422b164f451824,False,
train_353,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_353.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_353.xml,439,456,208f0f0d0f078702,daee378b6771e6eaff13589ddc4e8cbdd9e2b3146c3dcc1fcba86da7edeb4d14,False,
train_354,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_354.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_354.xml,439,257,608e1f27370f87c3,5d48eeea901c1bbbf3bb77075a01ea9b32fc177ef1efddb02210d63b1900ce24,False,
train_355,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_355.jpg,,432,270,618e172307078fc1,f175ebc9b5b7eaffc12bc0453269ea1ae975cd8389aedd48ac9636d137287797,False,
train_356,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_356.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_356.xml,441,279,608e1733170787c1,66e409a8ef0b9db5044ca2df2bbd8c6add0ac0799a707e02f896f07dc79f7f2a,False,
train_357,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_357.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_357.xml,461,301,698e132317078fc1,1a2f0de574cdac0b61d233dd13d689cfdada695ea8f9c871d7d94f04cd2b4acb,False,
train_358,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_358.jpg,,468,308,618e172307078fc1,a753dc60ed85accdb455cf915cff34bc5ebe313137cb06980728630c51b3d3fd,False,
train_361,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_361.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_361.xml,477,162,c01e330b03038703,2bc64726d897fa55157d41bd19ad291ce5f7e416cc57cb8aedf6b452d1b4795e,False,
train_362,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_362.jpg,,505,521,608f0f0d0b078760,99f6e82d40bc139906a56f39e2aa201b419d193b843e8f21c8ed5cb2cbec7391,False,
train_363,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_363.jpg,,527,539,608f1f290b078742,ce5a5567fe563d0349000392e79984e9277c0112c68d65c3512ecb32533fdcfd,False,
train_364,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_364.jpg,,420,289,618e172307078f61,52d760402fa8c5562306e1b90f6d1b817505af5a91d41c99fa692d2f86cfc958,False,
train_365,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_365.jpg,,422,293,618e1f2327078fe3,8c0a80a6b097a6038b1d8b9ff7fff073a4ae74eb61ab7cf72495a1b2fbec8428,False,
train_366,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_366.jpg,,427,297,618e1f23070f8fe1,c407d8a6b0351ff7d130e76e1cc93ec2b3f2f6d99eed5dc11e7566558878af68,False,
train_367,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_367.jpg,,421,303,608e172337078fe1,42c3606c886d3e675ee93d3e2bb1b99bc43cba93ebcf3f9df75e36f7062ae291,False,
train_368,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_368.jpg,,436,307,618e1f2303078fc1,5247c8c31fe94167cdd9c9f5e54558a815d5cff41086483185078045fb077c46,False,
train_371,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_371.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_371.xml,413,428,208f0f0d0d0b8361,87ed1e18351a3bc332d12644101e7ce57fc190a9f29106ab2caeb0416103401b,False,
train_372,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_372.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_372.xml,487,493,200f0f0d0d078762,a2a80b822e8e52813112080f427c850ad77b0915945c91fde9a0ae1259d55b2f,False,
train_373,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_373.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_373.xml,489,375,618e1f2307078761,f358fa7298f34e6b99768ec46607691b3c221bc640f851235a073485c388b6c4,False,
train_374,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_374.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_374.xml,476,368,618e1f23330787e1,812dafd7e5f4a98527e65a42fad5b63ba127936aac2f3116144498e68de37ce0,False,
train_375,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_375.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_375.xml,497,391,618e1f23230787c3,c744545559bda9138149485c3667d5ad044963c3a10514cf73f9310691d76d02,False,
train_376,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_376.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_376.xml,500,407,608e1723270787e1,febcb40823211ec3d8e3fad550d48484561cd5f0ad2c8bf18508b561cdc768f7,False,
train_377,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_377.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_377.xml,520,420,688e1b2b270787e3,629c6981d1c5f50119cf769ac9b66660531e275ff04bad0a546183c82cbd44d3,False,
train_378,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_378.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_378.xml,459,176,0117370703030f87,b1886be26dd65541a46bb353e6d1ebce59c0e69acf70fdbc7e74f45c3bbfa48c,False,
train_381,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_381.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_381.xml,477,481,208f0f2d0b0f8742,2c80bcbcff92feb3f0de1ef1d28be72ce38b1c49978f786dbd9a48b5759fb908,False,
train_382,train,scratch,7,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_382.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_382.xml,523,527,0007170b0b0b8740,150359022bb4a8752a70fe598c913c6588d4f2cd75ba52600556f083744500e3,False,
train_383,train,scratch,6,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_383.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_383.xml,468,304,608e1f371b078fc1,3bfbad0cd9e500e87e801b861a9cb87097c3640d3893594c202bc53f41b299dc,False,
train_384,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_384.jpg,,476,323,618e173307078fc1,71dea493d36011524c4b99453898a4197cbfa031166eee5c640ffac8619a1d87,False,
train_385,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_385.jpg,,492,341,618e172307078fc1,97f174f16c9d0a1052d40b4393f3b86f968e551798771af996010a62569a0e2d,False,
train_386,train,scratch,7,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_386.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_386.xml,480,330,618e172307078fc1,44ff00ee93a958c41b50052da681731cdd0b6dc77625203d8f84423f592150b2,False,
train_387,train,scratch,6,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_387.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_387.xml,467,315,618e132717078fc1,f57ab6e9f9996ac3ecf6131806aaf01aa16cdee658704ccce9fe2e2ee4aba396,False,
train_391,train,scratch,4,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_391.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_391.xml,476,490,208f1b0d0f0787e0,aa6119242c9299ff789393281e32ac8c4373cfd1512fab3b3ee537cd60171bed,False,
train_392,train,scratch,5,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_392.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_392.xml,605,598,208f0b0909878740,ff5b876fa08cdd34791ec08f5ca66e7ed420b34861a203a1de91e81b8b7064cf,False,
train_393,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_393.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_393.xml,477,332,688e1323070f8fc1,cc71e9daff0c90395c114e1367f48024cc3987c2cf6ef52db1685b4b5641c800,False,
train_394,train,scratch,4,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_394.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_394.xml,474,347,718e173307078fe1,0571eae984dbcd2a1ceb894946afeabb98194201fcc516bb998eb7eb3358126b,False,
train_395,train,scratch,4,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_395.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_395.xml,477,336,698e1323130787c1,1d8b0ca1461b3dddcc425fac6bd287813014958a90383ae9446244c0d4780369,False,
train_396,train,scratch,2,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_396.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_396.xml,498,360,618e1733270787e1,93e67ab62baa6dcbb3e6c339710d962a09cdfa927e95432b129208a7b569ac0c,False,
train_397,train,scratch,3,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_397.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_397.xml,485,336,618e17230f0787c1,cde1a8d3da5562d42bc4728163d32ef14b938008096bdf44f198762b1b56c54b,False,
train_399,train,scratch,1,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_399.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_scratch\train_399.xml,430,158,0016371b07078703,af0f958aa503f6759c4568deb2351060e968018b4cab561bbc34f4e9e19958c1,False,
train_401,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_401.jpg,,682,667,200f172b2b178f61,63a1bf76687c843cfe760a451d197318854c933526590094176842cc0d15c3c2,False,
train_402,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_402.jpg,,660,655,210e070d0d070000,7dcc8e95da4ab73c9629f69730d3a2b5857eaef4b23062ef76ed2c5ba2024149,False,
train_403,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_403.jpg,,669,559,401e0f03070f0fa2,197679f563ee476ba350445668a0d06b94fb3d9f380d6d6488e2ff92fabbe990,False,
train_404,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_404.jpg,,692,577,401e0f03070f0fa0,ccb86a8cd0e8c2b11adc7b6167ba245a9e6056563594b1b956e1178d962a666f,False,
train_405,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_405.jpg,,714,584,401e0f0307070f20,156ff87baef649a92bad16a66be1e55cefd3b66232b48118720fe68dacea117a,False,
train_406,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_406.jpg,,666,621,220f8e230f0787e0,ed26f1e8dfc56bc29ba28bf768d61403b1e5d310ea7f2735bfe17fbc83debecb,False,
train_407,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_407.jpg,,671,613,230f0e2307078760,4de5c079206c835f801c1e6c1401e75a73f1742786ff91f86812108e51360aab,False,
train_411,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_411.jpg,,476,487,200f0f0d09078760,3db469478d1b1167a94cc052f1bf56c5edc1a734cf4dffbd66cff2431b796942,False,
train_412,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_412.jpg,,516,523,200f0f0d0b0f8760,60933b54302cb115b7065cfdf29191f1c5bfca1aa37f59af56f10e23cbf4fa1e,False,
train_413,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_413.jpg,,475,364,618e1f23070787e1,8088f023fa3ccdb48639e2776afbf213c235dd12e5104b92e83b09bf2fb1bb67,False,
train_414,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_414.jpg,,431,287,618e172307078fc1,dd438420618d08999486fe6bc17b0049885d7acc8b4aed1ab9207953cad1cf53,False,
train_415,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_415.jpg,,432,284,618e172307078fc1,34ac6bf91a95e90bf4ce5714bfae7e6ad592bcf4a61c565ff43ae1f21aa668d5,False,
train_416,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_416.jpg,,436,291,618e132307078fc9,b2cd121dd49ac7aa15ba3c7adbfd4f75da9e377147fc1cde19f43400c16d031a,False,
train_417,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_417.jpg,,429,297,608e1323070f8fc0,73cdadf6f879dfbebfdbebecd61f1adc13abfc6b03892c8b0f34ec755adea707,False,
train_421,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_421.jpg,,432,441,208f0f0d0b078722,2002a9f6d9ea688759e2ea44b9180745d0d3e86e92a53ea0f890dd35056bdc50,False,
train_422,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_422.jpg,,509,518,600f0f0d0b0f8762,67ce703741515ed6ab1c3de60504ee4c42b325005e68e9f716ff22f3a5777df7,False,
train_423,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_423.jpg,,440,371,608e1f2b03078fc3,7e3fd9ff1b76264259030f267b22bb49d3bddf4258d172a6c1a6bdf69405f3a3,False,
train_424,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_424.jpg,,393,297,618e1f23070787e1,8bf1a44e5dc4bfc12ee084a0eb793ca4c50ea21713ca0710b0a0c2dad2d4b44d,False,
train_425,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_425.jpg,,408,303,608e1f2307078fc1,cbdfac6966b7d2a2e843a4adb241790a9df82eeadccb5a376e41246776c87676,False,
train_426,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_426.jpg,,412,306,608e1f2307078fe1,6ad5aba3ecfc9003c47d3ab28e4f4a4c0f2826ecf6b98a4032df9449de9c58ae,False,
train_427,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_427.jpg,,408,305,618e172307078fc1,97546c8b9815d79f495a180426fd7e0d26cd4a6cefec1631731d6e854bc703be,False,
train_431,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_431.jpg,,454,456,200f170d0f078fe0,d2ce65761a09ede2cfa91595554224b9f52ba32444041cf742e3a3e8511865e9,False,
train_432,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_432.jpg,,530,530,608f070f0b0f8f60,7448a297420d19ff18010743cbe66b54eec320f9779cc349dfaa81b9c8a5c78a,False,
train_433,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_433.jpg,,425,330,618e1f2307078fe1,cc814ccb635f7d8877b659f25ed2f99af6a93a6ab46c9c4b63e7133bbb0aa583,False,
train_434,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_434.jpg,,479,335,618e172307078fc1,a25461939bebd8de4dfa9f50624a6e33ab95e7a7ef05ac7c31cc4da7bc3f0578,False,
train_435,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_435.jpg,,456,322,638e172307078fc1,269c598e8cf416f2ea4542cce9394efce2367a037b1f320d242d681f09356d52,False,
train_436,train,normal,0,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_scratch\train_436.jpg,,452,324,618e172307078fc1,ebb368b3aa177a20ed04d57291066228d31a3e8a3ee124ac82eda095c4bec183,False,
