stem,split,defect,boxes,kept_boxes,difficult_boxes,excluded,reason,image,xml
train_336,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_336.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_336.xml
train_337,train,1,3,3,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_337.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_337.xml
train_338,val,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_338.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_338.xml
train_339,val,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_339.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_339.xml
train_340,val,1,7,7,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_340.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_340.xml
train_341,val,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_341.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_341.xml
train_342,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_342.jpg,
train_343,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_343.jpg,
train_344,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_344.jpg,
train_345,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_345.jpg,
train_346,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_346.jpg,
train_347,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_347.jpg,
train_348,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_348.jpg,
train_349,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_349.jpg,
train_350,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_350.jpg,
train_351,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_351.jpg,
train_352,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_352.jpg,
train_353,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_353.jpg,
train_354,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_354.jpg,
train_355,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_355.jpg,
train_356,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_356.jpg,
train_357,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_357.jpg,
train_358,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_358.jpg,
train_359,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_359.jpg,
train_360,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_360.jpg,
train_361,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_361.jpg,
train_362,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_362.jpg,
train_363,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_363.jpg,
train_364,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_364.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_364.xml
train_365,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_365.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_365.xml
train_366,train,1,7,7,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_366.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_366.xml
train_367,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_367.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_367.xml
train_368,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_368.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_368.xml
train_369,val,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_369.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_369.xml
train_370,val,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_370.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_370.xml
train_371,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_371.jpg,
train_372,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_372.jpg,
train_373,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_373.jpg,
train_374,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_374.jpg,
train_375,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_375.jpg,
train_376,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_376.jpg,
train_377,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_377.jpg,
train_378,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_378.jpg,
train_379,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_379.jpg,
train_380,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_380.jpg,
train_381,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_381.jpg,
train_382,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_382.jpg,
train_383,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_383.jpg,
train_384,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_384.jpg,
train_385,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_385.jpg,
train_386,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_386.jpg,
train_387,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_387.jpg,
train_388,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_388.jpg,
train_389,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_389.jpg,
train_390,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_390.jpg,
train_391,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_391.jpg,
train_392,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_392.jpg,
train_393,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_393.jpg,
train_394,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_394.jpg,
train_395,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_395.jpg,
train_396,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_396.jpg,
train_397,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_397.jpg,
train_398,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_398.jpg,
train_399,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_399.jpg,
train_400,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_400.jpg,
train_401,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_401.jpg,
train_402,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_402.jpg,
train_403,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_403.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_403.xml
train_404,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_404.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_404.xml
train_405,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_405.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_405.xml
train_406,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_406.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_406.xml
train_407,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_407.jpg,
train_408,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_408.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_408.xml
train_409,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_409.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_409.xml
train_410,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_410.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_410.xml
train_411,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_411.jpg,
train_412,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_412.jpg,
train_413,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_413.jpg,
train_414,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_414.jpg,
train_415,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_415.jpg,
train_416,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_416.jpg,
train_417,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_417.jpg,
train_418,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_418.jpg,
train_419,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_419.jpg,
train_420,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_420.jpg,
train_421,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_421.jpg,
train_422,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_422.jpg,
train_423,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_423.jpg,
train_424,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_424.jpg,
train_425,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_425.jpg,
train_426,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_426.jpg,
train_427,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_427.jpg,
train_428,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_428.jpg,
train_429,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_429.jpg,
train_430,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_430.jpg,
train_431,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_431.jpg,
train_432,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_432.jpg,
train_433,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_433.jpg,
train_434,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_434.jpg,
train_435,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_435.jpg,
train_436,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_436.jpg,
train_437,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_437.jpg,
train_438,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_438.jpg,
train_439,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_439.jpg,
train_440,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_440.jpg,
train_441,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_441.jpg,
train_442,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_442.jpg,
train_443,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_443.jpg,
train_444,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_444.jpg,
train_445,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_445.jpg,
train_446,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_446.jpg,
train_447,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_447.jpg,
train_448,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_448.jpg,
train_449,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_449.jpg,
train_450,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_450.jpg,
train_451,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_451.jpg,
train_452,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_452.jpg,
train_453,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_453.jpg,
train_454,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_454.jpg,
train_455,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_455.jpg,
train_456,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_456.jpg,
train_457,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_457.jpg,
train_458,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_458.jpg,
train_459,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_459.jpg,
train_460,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_460.jpg,
train_461,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_461.jpg,
train_462,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_462.jpg,
train_463,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_463.jpg,
train_464,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_464.jpg,
train_465,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_465.jpg,
train_466,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_466.jpg,
train_467,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_467.jpg,
train_468,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_468.jpg,
train_469,val,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_469.jpg,
train_470,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_470.jpg,
train_471,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_471.jpg,
train_472,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_472.jpg,
train_473,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_473.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_473.xml
train_474,val,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_474.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_474.xml
train_475,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_475.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_475.xml
train_476,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_476.jpg,
train_477,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_477.jpg,
train_478,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_478.jpg,
train_479,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_479.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_479.xml
train_480,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_480.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_480.xml
train_481,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_481.jpg,
train_482,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_482.jpg,
train_483,train,1,1,1,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_483.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_483.xml
train_484,train,1,1,1,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_484.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_484.xml
train_485,train,1,2,2,2,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_485.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_485.xml
train_486,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_486.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_486.xml
train_487,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_487.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_487.xml
train_488,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_488.jpg,
train_489,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_489.jpg,
train_490,train,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_490.jpg,
train_491,train,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_491.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_491.xml
train_492,train,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_492.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_492.xml
train_493,train,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_493.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_493.xml
train_494,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_494.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_494.xml
train_495,train,1,2,2,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_495.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_495.xml
train_496,train,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\train_missing_tooth\train_496.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\train_missing_tooth\train_496.xml
test_001,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_001.jpg,
test_002,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_002.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_002.xml
test_003,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_003.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_003.xml
test_004,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_004.jpg,
test_005,test,1,4,4,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_005.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_005.xml
test_006,test,1,4,4,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_006.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_006.xml
test_007,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_007.jpg,
test_008,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_008.jpg,
test_009,test,1,3,3,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_009.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_009.xml
test_010,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_010.jpg,
test_011,test,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_011.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_011.xml
test_012,test,1,5,5,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_012.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_012.xml
test_013,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_013.jpg,
test_014,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_014.jpg,
test_015,test,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_015.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_015.xml
test_016,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_016.jpg,
test_017,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_017.jpg,
test_018,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_018.jpg,
test_019,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_019.jpg,
test_020,test,1,2,2,1,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_020.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_020.xml
test_021,test,1,6,6,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_021.jpg,F:\Work\VSCode\Projects\DATASET\dataset_defects\annotations\test_missing_tooth\test_021.xml
test_022,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_022.jpg,
test_023,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_023.jpg,
test_024,test,0,0,0,0,0,,F:\Work\VSCode\Projects\DATASET\dataset_defects\images\test_missing_tooth\test_024.jpg,
