source_image,crop_path,box_index,class_id,confidence,x1,y1,x2,y2,pad_x1,pad_y1,pad_x2,pad_y2,image_width,image_height
train\train_273.jpg,crops\train\train_273.jpg,1,0,0.962952,1158.94,217.41,1468.64,424.18,1097,176,1531,466,2560,1440
train\train_274.jpg,crops\train\train_274.jpg,1,0,0.972961,1081.97,193.05,1401.40,407.55,1018,150,1465,450,2560,1440
train\train_275.jpg,crops\train\train_275.jpg,1,0,0.843398,999.36,178.46,1323.47,394.33,935,135,1388,438,2560,1440
train\train_276.jpg,crops\train\train_276.jpg,1,0,0.810205,955.49,230.11,1282.74,457.51,890,185,1348,503,2560,1440
train\train_277.jpg,crops\train\train_277.jpg,1,0,0.199980,1126.88,251.29,1432.68,458.59,1066,210,1494,500,2560,1440
train\train_278.jpg,crops\train\train_278.jpg,1,0,0.963102,953.86,394.94,1264.99,518.27,892,370,1327,543,2560,1440
train\train_279.jpg,crops\train\train_279.jpg,1,0,0.943597,930.85,420.24,1250.52,546.91,867,395,1314,572,2560,1440
train\train_280.jpg,crops\train\train_280.jpg,1,0,0.801262,934.50,464.41,1242.86,587.85,873,440,1305,613,2560,1440
train\train_281.jpg,crops\train\train_281.jpg,1,0,0.942106,1236.34,249.34,1534.89,556.25,1177,188,1595,618,2560,1440
train\train_282.jpg,crops\train\train_282.jpg,1,0,0.965951,1100.85,300.48,1393.82,601.13,1042,240,1452,661,2560,1440
train\train_283.jpg,crops\train\train_283.jpg,1,0,0.953288,1078.03,231.19,1373.94,428.89,1019,192,1433,468,2560,1440
train\train_284.jpg,crops\train\train_284.jpg,1,0,0.980381,1020.03,194.75,1324.08,401.39,959,153,1385,443,2560,1440
train\train_285.jpg,crops\train\train_285.jpg,1,0,0.975555,994.92,171.43,1298.07,374.76,934,131,1359,415,2560,1440
train\train_286.jpg,crops\train\train_286.jpg,1,0,0.971924,1297.50,389.28,1598.82,595.17,1237,348,1659,636,2560,1440
train\train_287.jpg,crops\train\train_287.jpg,1,0,0.866212,1203.27,460.49,1497.09,659.37,1145,421,1556,699,2560,1440
train\train_288.jpg,crops\train\train_288.jpg,1,0,0.550630,1052.29,431.12,1359.75,554.77,991,406,1421,580,2560,1440
train\train_289.jpg,crops\train\train_289.jpg,1,0,0.959996,1059.31,320.01,1395.67,450.68,992,294,1463,477,2560,1440
train\train_290.jpg,crops\train\train_290.jpg,1,0,0.925667,1042.50,322.33,1383.40,454.44,974,296,1452,481,2560,1440
train\train_291.jpg,crops\train\train_291.jpg,1,0,0.968055,1131.28,289.90,1590.73,751.49,1039,198,1683,844,2560,1440
train\train_292.jpg,crops\train\train_292.jpg,1,0,0.985049,1213.54,328.17,1682.10,787.03,1120,236,1776,879,2560,1440
train\train_293.jpg,crops\train\train_293.jpg,1,0,0.939614,977.78,153.06,1450.67,586.52,883,66,1545,673,2560,1440
train\train_294.jpg,crops\train\train_294.jpg,1,0,0.960112,788.06,169.47,1262.73,602.91,693,83,1358,690,2560,1440
train\train_295.jpg,crops\train\train_295.jpg,1,0,0.958696,828.09,100.95,1316.09,548.03,730,12,1414,637,2560,1440
train\train_296.jpg,crops\train\train_296.jpg,1,0,0.976409,791.50,106.66,1278.81,552.77,694,17,1376,642,2560,1440
train\train_297.jpg,crops\train\train_297.jpg,1,0,0.710333,888.63,182.44,1356.84,616.55,795,96,1450,703,2560,1440
train\train_298.jpg,crops\train\train_298.jpg,1,0,0.981188,920.00,290.20,1410.42,631.40,822,222,1509,700,2560,1440
train\train_299.jpg,crops\train\train_299.jpg,1,0,0.944113,957.09,252.42,1450.77,603.52,858,182,1550,674,2560,1440
train\train_300.jpg,crops\train\train_300.jpg,1,0,0.800667,911.04,236.87,1420.53,592.90,809,166,1522,664,2560,1440
train\train_301.jpg,crops\train\train_301.jpg,1,0,0.986304,1018.15,378.03,1351.99,719.38,951,310,1419,788,2560,1440
train\train_302.jpg,crops\train\train_302.jpg,1,0,0.442812,1129.03,241.89,1470.79,595.11,1061,171,1539,666,2560,1440
train\train_303.jpg,crops\train\train_303.jpg,1,0,0.961006,1138.24,292.95,1449.96,478.01,1076,256,1512,515,2560,1440
train\train_304.jpg,crops\train\train_304.jpg,1,0,0.977962,1029.48,424.91,1346.01,626.97,966,384,1409,667,2560,1440
train\train_305.jpg,crops\train\train_305.jpg,1,0,0.978054,1018.97,380.42,1347.59,590.53,953,338,1413,633,2560,1440
train\train_306.jpg,crops\train\train_306.jpg,1,0,0.832844,1047.26,383.39,1371.54,589.28,982,342,1436,630,2560,1440
train\train_307.jpg,crops\train\train_307.jpg,1,0,0.957718,965.95,327.68,1297.10,537.46,900,286,1363,579,2560,1440
train\train_308.jpg,crops\train\train_308.jpg,1,0,0.980124,1103.59,435.67,1399.62,549.63,1044,413,1459,572,2560,1440
train\train_309.jpg,crops\train\train_309.jpg,1,0,0.544590,1106.29,421.25,1409.36,542.11,1046,397,1470,566,2560,1440
train\train_310.jpg,crops\train\train_310.jpg,1,0,0.951405,1085.25,395.25,1390.27,518.34,1024,371,1451,543,2560,1440
train\train_311.jpg,crops\train\train_311.jpg,1,0,0.971968,1384.09,382.68,1660.35,657.81,1329,328,1716,713,2560,1440
train\train_312.jpg,crops\train\train_312.jpg,1,0,0.981200,1440.00,361.87,1812.64,734.97,1365,287,1887,810,2560,1440
train\train_313.jpg,crops\train\train_313.jpg,1,0,0.873791,1281.75,347.15,1612.90,510.56,1216,314,1679,543,2560,1440
train\train_314.jpg,crops\train\train_314.jpg,1,0,0.963343,1256.72,252.33,1604.29,417.15,1187,219,1674,450,2560,1440
train\train_315.jpg,crops\train\train_315.jpg,1,0,0.963141,1128.41,280.74,1480.16,456.20,1058,246,1551,491,2560,1440
train\train_316.jpg,crops\train\train_316.jpg,1,0,0.956096,1011.34,212.75,1371.76,394.64,939,176,1444,431,2560,1440
train\train_317.jpg,crops\train\train_317.jpg,1,0,0.945269,981.87,188.80,1343.42,368.73,910,153,1416,405,2560,1440
train\train_318.jpg,crops\train\train_318.jpg,1,0,0.893360,963.94,415.00,1309.97,532.24,895,392,1379,556,2560,1440
train\train_319.jpg,crops\train\train_319.jpg,1,0,0.961024,931.16,376.62,1286.39,506.15,860,351,1357,532,2560,1440
train\train_320.jpg,crops\train\train_320.jpg,1,0,0.940836,916.08,360.27,1278.48,486.94,844,335,1351,512,2560,1440
train\train_321.jpg,crops\train\train_321.jpg,1,0,0.976478,1083.35,365.15,1379.76,665.27,1024,305,1439,725,2560,1440
train\train_322.jpg,crops\train\train_322.jpg,1,0,0.969746,1117.71,287.79,1425.64,607.29,1056,224,1487,671,2560,1440
train\train_323.jpg,crops\train\train_323.jpg,1,0,0.966162,1221.35,195.71,1544.77,416.05,1157,152,1609,460,2560,1440
train\train_324.jpg,crops\train\train_324.jpg,1,0,0.952425,1119.92,347.95,1454.02,563.79,1053,305,1521,607,2560,1440
train\train_325.jpg,crops\train\train_325.jpg,1,0,0.959789,1007.22,264.46,1347.53,486.96,939,220,1416,531,2560,1440
train\train_326.jpg,crops\train\train_326.jpg,1,0,0.962558,1024.25,257.88,1360.73,476.76,957,214,1428,521,2560,1440
train\train_327.jpg,crops\train\train_327.jpg,1,0,0.969789,979.59,254.74,1317.55,477.14,912,210,1385,522,2560,1440
train\train_328.jpg,crops\train\train_328.jpg,1,0,0.960399,941.08,458.47,1277.26,584.85,874,433,1344,610,2560,1440
train\train_329.jpg,crops\train\train_329.jpg,1,0,0.796225,969.49,407.32,1308.97,534.40,902,382,1377,560,2560,1440
train\train_330.jpg,crops\train\train_330.jpg,1,0,0.958173,937.90,406.59,1276.50,533.56,870,381,1344,559,2560,1440
train\train_331.jpg,crops\train\train_331.jpg,1,0,0.977060,1270.64,368.12,1552.69,654.98,1214,311,1609,712,2560,1440
train\train_332.jpg,crops\train\train_332.jpg,1,0,0.972452,1162.30,243.77,1483.78,582.08,1098,176,1548,650,2560,1440
train\train_333.jpg,crops\train\train_333.jpg,1,0,0.974973,1227.90,304.02,1544.16,514.34,1165,262,1607,556,2560,1440
train\train_334.jpg,crops\train\train_334.jpg,1,0,0.975691,1244.88,432.44,1564.32,642.73,1181,390,1628,685,2560,1440
train\train_335.jpg,crops\train\train_335.jpg,1,0,0.958866,1172.45,387.32,1504.01,610.62,1106,343,1570,655,2560,1440
train\train_336.jpg,crops\train\train_336.jpg,1,0,0.947969,1102.61,423.21,1446.34,668.94,1034,374,1515,718,2560,1440
train\train_337.jpg,crops\train\train_337.jpg,1,0,0.764461,1047.53,418.40,1399.30,666.02,977,369,1470,716,2560,1440
train\train_338.jpg,crops\train\train_338.jpg,1,0,0.969462,1065.80,505.83,1399.98,645.70,999,478,1467,674,2560,1440
train\train_339.jpg,crops\train\train_339.jpg,1,0,0.963329,1144.53,465.05,1472.44,598.82,1079,438,1538,626,2560,1440
train\train_340.jpg,crops\train\train_340.jpg,1,0,0.446813,1121.20,474.20,1448.49,608.10,1056,447,1514,635,2560,1440
train\train_341.jpg,crops\train\train_341.jpg,1,0,0.971033,1080.86,440.42,1408.70,575.86,1015,413,1474,603,2560,1440
train\train_342.jpg,crops\train\train_342.jpg,1,0,0.984421,1381.84,405.13,1710.12,737.63,1316,339,1776,804,2560,1440
train\train_343.jpg,crops\train\train_343.jpg,1,0,0.968663,1308.43,259.47,1634.23,598.20,1243,192,1699,666,2560,1440
train\train_344.jpg,crops\train\train_344.jpg,1,0,0.976654,1280.20,351.06,1600.55,568.71,1216,308,1665,612,2560,1440
train\train_345.jpg,crops\train\train_345.jpg,1,0,0.971602,1085.36,371.51,1413.47,601.45,1020,326,1479,647,2560,1440
train\train_346.jpg,crops\train\train_346.jpg,1,0,0.970538,1045.00,375.84,1378.45,604.68,978,330,1445,650,2560,1440
train\train_347.jpg,crops\train\train_347.jpg,1,0,0.969174,1137.74,383.23,1454.96,601.68,1074,340,1518,645,2560,1440
train\train_348.jpg,crops\train\train_348.jpg,1,0,0.949301,1230.92,339.65,1549.49,550.57,1167,297,1613,593,2560,1440
train\train_349.jpg,crops\train\train_349.jpg,1,0,0.968120,1091.11,662.40,1410.76,778.75,1027,639,1475,802,2560,1440
train\train_350.jpg,crops\train\train_350.jpg,1,0,0.970360,1069.94,682.26,1385.90,804.34,1007,658,1449,829,2560,1440
train\train_351.jpg,crops\train\train_351.jpg,1,0,0.468189,1062.29,674.23,1375.29,794.85,1000,650,1438,819,2560,1440
train\train_352.jpg,crops\train\train_352.jpg,1,0,0.977826,1126.87,397.67,1380.21,653.78,1076,346,1431,705,2560,1440
train\train_353.jpg,crops\train\train_353.jpg,1,0,0.696243,1313.51,315.92,1626.96,641.61,1251,251,1690,707,2560,1440
train\train_354.jpg,crops\train\train_354.jpg,1,0,0.966811,1297.00,299.37,1610.63,483.41,1234,263,1673,520,2560,1440
train\train_355.jpg,crops\train\train_355.jpg,1,0,0.968500,1204.05,345.69,1512.56,538.70,1142,307,1574,577,2560,1440
train\train_356.jpg,crops\train\train_356.jpg,1,0,0.932906,1259.00,387.73,1574.20,586.78,1196,348,1637,627,2560,1440
train\train_357.jpg,crops\train\train_357.jpg,1,0,0.874046,1060.97,357.22,1390.52,572.35,995,314,1456,615,2560,1440
train\train_358.jpg,crops\train\train_358.jpg,1,0,0.979144,1011.21,371.57,1345.42,591.82,944,328,1412,636,2560,1440
train\train_359.jpg,crops\train\train_359.jpg,1,0,0.966610,1017.21,337.02,1348.92,449.68,951,314,1415,472,2560,1440
train\train_360.jpg,crops\train\train_360.jpg,1,0,0.954205,965.85,337.42,1291.13,448.01,901,315,1356,470,2560,1440
train\train_361.jpg,crops\train\train_361.jpg,1,0,0.934120,894.45,334.44,1234.91,450.17,826,311,1303,473,2560,1440
train\train_362.jpg,crops\train\train_362.jpg,1,0,0.885188,1003.35,279.37,1363.71,651.95,931,205,1436,726,2560,1440
train\train_363.jpg,crops\train\train_363.jpg,1,0,0.788661,1052.53,168.77,1429.00,554.23,977,92,1504,631,2560,1440
train\train_364.jpg,crops\train\train_364.jpg,1,0,0.965201,1305.74,390.99,1605.55,597.69,1246,350,1666,639,2560,1440
train\train_365.jpg,crops\train\train_365.jpg,1,0,0.978644,1110.25,419.11,1411.36,628.31,1050,377,1472,670,2560,1440
train\train_366.jpg,crops\train\train_366.jpg,1,0,0.980821,1063.51,423.42,1368.55,635.90,1003,381,1430,678,2560,1440
train\train_367.jpg,crops\train\train_367.jpg,1,0,0.974820,966.44,481.59,1266.65,697.56,906,438,1327,741,2560,1440
train\train_368.jpg,crops\train\train_368.jpg,1,0,0.980746,1083.11,499.63,1394.27,719.06,1021,456,1457,763,2560,1440
train\train_369.jpg,crops\train\train_369.jpg,1,0,0.915294,994.08,527.41,1316.26,656.94,930,502,1381,683,2560,1440
train\train_370.jpg,crops\train\train_370.jpg,1,0,0.887297,987.44,485.90,1305.45,618.10,924,459,1369,645,2560,1440
train\train_371.jpg,crops\train\train_371.jpg,1,0,0.977729,1120.67,413.53,1415.66,719.21,1062,352,1475,780,2560,1440
train\train_372.jpg,crops\train\train_372.jpg,1,0,0.977487,1175.75,372.85,1523.06,724.82,1106,302,1593,795,2560,1440
train\train_373.jpg,crops\train\train_373.jpg,1,0,0.978714,1202.15,280.69,1550.78,548.79,1132,227,1621,602,2560,1440
train\train_374.jpg,crops\train\train_374.jpg,1,0,0.966126,1141.73,385.65,1481.63,648.30,1074,333,1550,701,2560,1440
train\train_375.jpg,crops\train\train_375.jpg,1,0,0.839863,1116.57,406.01,1471.79,685.21,1046,350,1543,741,2560,1440
train\train_376.jpg,crops\train\train_376.jpg,1,0,0.954094,1164.12,412.69,1521.15,703.59,1093,355,1593,762,2560,1440
train\train_377.jpg,crops\train\train_377.jpg,1,0,0.978858,1117.06,404.97,1488.95,704.67,1043,345,1563,765,2560,1440
train\train_378.jpg,crops\train\train_378.jpg,1,0,0.964956,1143.28,299.95,1471.04,426.00,1078,275,1537,451,2560,1440
train\train_379.jpg,crops\train\train_379.jpg,1,0,0.939046,1207.39,342.29,1550.08,478.45,1139,315,1619,506,2560,1440
train\train_380.jpg,crops\train\train_380.jpg,1,0,0.930914,1227.85,282.78,1555.70,414.22,1162,256,1621,441,2560,1440
train\train_381.jpg,crops\train\train_381.jpg,1,0,0.978709,1335.31,387.73,1676.05,730.98,1267,319,1744,800,2560,1440
train\train_382.jpg,crops\train\train_382.jpg,1,0,0.284465,1329.02,346.21,1702.74,722.31,1254,271,1777,798,2560,1440
train\train_383.jpg,crops\train\train_383.jpg,1,0,0.946583,1287.13,402.15,1620.92,619.57,1220,359,1688,663,2560,1440
train\train_384.jpg,crops\train\train_384.jpg,1,0,0.444936,1119.33,364.44,1459.18,595.00,1051,318,1527,641,2560,1440
train\train_385.jpg,crops\train\train_385.jpg,1,0,0.969291,1129.09,451.27,1480.37,694.89,1059,403,1551,744,2560,1440
train\train_386.jpg,crops\train\train_386.jpg,1,0,0.964163,1155.90,503.31,1498.57,738.99,1087,456,1567,786,2560,1440
train\train_387.jpg,crops\train\train_387.jpg,1,0,0.977008,1080.87,435.77,1414.20,660.70,1014,391,1481,706,2560,1440
train\train_388.jpg,crops\train\train_388.jpg,1,0,0.962608,1215.72,330.83,1533.46,456.88,1152,306,1597,482,2560,1440
train\train_389.jpg,crops\train\train_389.jpg,1,0,0.530868,1174.84,279.29,1496.49,404.01,1111,254,1561,429,2560,1440
train\train_390.jpg,crops\train\train_390.jpg,1,0,0.728819,1173.68,301.63,1490.37,432.96,1110,275,1554,459,2560,1440
train\train_391.jpg,crops\train\train_391.jpg,1,0,0.971572,1150.96,466.33,1491.29,816.35,1083,396,1559,886,2560,1440
train\train_392.jpg,crops\train\train_392.jpg,1,0,0.970450,1049.24,438.41,1481.19,865.26,963,353,1568,951,2560,1440
train\train_393.jpg,crops\train\train_393.jpg,1,0,0.927274,1112.68,357.06,1453.52,594.26,1045,310,1522,642,2560,1440
train\train_394.jpg,crops\train\train_394.jpg,1,0,0.962965,1033.35,453.97,1372.46,701.69,966,404,1440,751,2560,1440
train\train_395.jpg,crops\train\train_395.jpg,1,0,0.965270,1040.89,399.36,1382.23,639.33,973,351,1450,687,2560,1440
train\train_396.jpg,crops\train\train_396.jpg,1,0,0.949921,1010.27,343.91,1366.20,601.02,939,292,1437,652,2560,1440
train\train_397.jpg,crops\train\train_397.jpg,1,0,0.980348,1010.59,357.07,1356.35,597.06,941,309,1426,645,2560,1440
train\train_398.jpg,crops\train\train_398.jpg,1,0,0.944719,1139.26,405.69,1445.88,519.02,1078,383,1507,542,2560,1440
train\train_399.jpg,crops\train\train_399.jpg,1,0,0.803718,1082.69,414.57,1389.47,527.08,1021,392,1451,550,2560,1440
train\train_400.jpg,crops\train\train_400.jpg,1,0,0.916757,1037.11,393.32,1360.79,518.30,972,368,1426,543,2560,1440
train\train_401.jpg,crops\train\train_401.jpg,1,0,0.332186,1192.21,326.49,1679.16,803.11,1095,231,1777,898,2560,1440
train\train_402.jpg,crops\train\train_402.jpg,1,0,0.844380,1070.46,279.10,1541.67,747.01,976,186,1636,841,2560,1440
train\train_403.jpg,crops\train\train_403.jpg,1,0,0.930933,1163.60,250.12,1641.56,649.44,1068,170,1737,729,2560,1440
train\train_404.jpg,crops\train\train_404.jpg,1,0,0.983687,1244.04,319.47,1738.57,731.38,1145,237,1837,814,2560,1440
train\train_405.jpg,crops\train\train_405.jpg,1,0,0.949936,1188.19,248.09,1698.14,665.51,1086,165,1800,749,2560,1440
train\train_406.jpg,crops\train\train_406.jpg,1,0,0.527129,1118.98,265.42,1594.96,709.21,1024,177,1690,798,2560,1440
train\train_407.jpg,crops\train\train_407.jpg,1,0,0.941492,1024.75,372.40,1504.37,810.36,929,285,1600,898,2560,1440
train\train_408.jpg,crops\train\train_408.jpg,1,0,0.945829,1163.25,293.41,1642.69,624.86,1067,227,1739,691,2560,1440
train\train_409.jpg,crops\train\train_409.jpg,1,0,0.961710,1208.91,266.56,1699.09,609.08,1111,198,1797,678,2560,1440
train\train_410.jpg,crops\train\train_410.jpg,1,0,0.947967,1010.47,261.72,1509.45,568.65,911,200,1609,630,2560,1440
train\train_411.jpg,crops\train\train_411.jpg,1,0,0.953346,1301.30,316.47,1640.89,664.71,1233,247,1709,734,2560,1440
train\train_412.jpg,crops\train\train_412.jpg,1,0,0.963669,1324.44,272.99,1693.26,646.07,1251,198,1767,721,2560,1440
train\train_413.jpg,crops\train\train_413.jpg,1,0,0.968189,1073.86,508.00,1413.02,767.64,1006,456,1481,820,2560,1440
train\train_414.jpg,crops\train\train_414.jpg,1,0,0.976279,1182.58,435.84,1490.13,641.20,1121,395,1552,682,2560,1440
train\train_415.jpg,crops\train\train_415.jpg,1,0,0.980041,1236.43,431.26,1544.86,634.31,1175,391,1607,675,2560,1440
train\train_416.jpg,crops\train\train_416.jpg,1,0,0.968090,1154.96,412.19,1466.57,620.32,1093,371,1529,662,2560,1440
train\train_417.jpg,crops\train\train_417.jpg,1,0,0.973207,1089.95,418.55,1396.44,630.40,1029,376,1458,673,2560,1440
train\train_418.jpg,crops\train\train_418.jpg,1,0,0.980282,1204.91,453.03,1493.92,567.90,1147,430,1552,591,2560,1440
train\train_419.jpg,crops\train\train_419.jpg,1,0,0.966527,1172.77,459.37,1466.80,578.86,1114,435,1526,603,2560,1440
train\train_420.jpg,crops\train\train_420.jpg,1,0,0.880404,1204.09,469.59,1505.51,586.66,1144,446,1566,610,2560,1440
train\train_421.jpg,crops\train\train_421.jpg,1,0,0.968074,1245.02,414.86,1553.32,730.31,1183,352,1615,793,2560,1440
train\train_422.jpg,crops\train\train_422.jpg,1,0,0.972773,1232.84,310.89,1596.54,681.06,1160,237,1669,755,2560,1440
train\train_423.jpg,crops\train\train_423.jpg,1,0,0.872396,1318.49,230.66,1633.21,496.36,1256,178,1696,549,2560,1440
train\train_424.jpg,crops\train\train_424.jpg,1,0,0.984967,1230.05,447.46,1510.78,659.89,1174,405,1567,702,2560,1440
train\train_425.jpg,crops\train\train_425.jpg,1,0,0.966924,1155.26,336.92,1446.75,553.68,1097,294,1505,597,2560,1440
train\train_426.jpg,crops\train\train_426.jpg,1,0,0.663669,1268.84,382.85,1562.92,601.23,1210,339,1622,645,2560,1440
train\train_427.jpg,crops\train\train_427.jpg,1,0,0.984714,1119.98,423.42,1411.26,641.63,1062,380,1470,685,2560,1440
train\train_428.jpg,crops\train\train_428.jpg,1,0,0.846036,1143.87,451.99,1406.18,564.88,1091,429,1459,587,2560,1440
train\train_429.jpg,crops\train\train_429.jpg,1,0,0.930371,1166.00,473.13,1441.28,581.47,1111,451,1496,603,2560,1440
train\train_430.jpg,crops\train\train_430.jpg,1,0,0.976908,1193.89,498.19,1465.46,606.76,1140,476,1520,628,2560,1440
train\train_431.jpg,crops\train\train_431.jpg,1,0,0.860098,1204.31,402.82,1528.60,729.01,1139,338,1593,794,2560,1440
train\train_432.jpg,crops\train\train_432.jpg,1,0,0.968974,1294.98,278.42,1672.92,657.38,1219,203,1749,733,2560,1440
train\train_433.jpg,crops\train\train_433.jpg,1,0,0.968754,1305.95,465.80,1609.08,701.56,1245,419,1670,749,2560,1440
train\train_434.jpg,crops\train\train_434.jpg,1,0,0.963719,1093.55,312.60,1435.54,551.72,1025,265,1504,600,2560,1440
train\train_435.jpg,crops\train\train_435.jpg,1,0,0.960263,1220.71,458.03,1546.41,688.14,1156,412,1612,734,2560,1440
train\train_436.jpg,crops\train\train_436.jpg,1,0,0.960892,1148.76,485.63,1471.62,716.94,1084,439,1536,763,2560,1440
train\train_437.jpg,crops\train\train_437.jpg,1,0,0.967286,1121.37,532.49,1441.14,762.42,1057,487,1505,808,2560,1440
train\train_438.jpg,crops\train\train_438.jpg,1,0,0.951732,1186.62,517.25,1521.56,664.16,1120,488,1589,694,2560,1440
train\train_439.jpg,crops\train\train_439.jpg,1,0,0.949041,1090.97,542.76,1421.83,685.37,1025,514,1488,714,2560,1440
train\train_440.jpg,crops\train\train_440.jpg,1,0,0.966827,1066.06,503.78,1407.55,650.63,998,474,1476,680,2560,1440
train\train_441.jpg,crops\train\train_441.jpg,1,0,0.961721,1243.90,368.69,1573.05,705.43,1178,301,1639,773,2560,1440
train\train_442.jpg,crops\train\train_442.jpg,1,0,0.978250,1220.16,315.37,1606.53,709.51,1143,237,1684,788,2560,1440
train\train_443.jpg,crops\train\train_443.jpg,1,0,0.880823,1128.66,443.59,1467.89,709.66,1061,390,1536,763,2560,1440
train\train_444.jpg,crops\train\train_444.jpg,1,0,0.965667,949.61,324.57,1311.08,587.61,877,272,1383,640,2560,1440
train\train_445.jpg,crops\train\train_445.jpg,1,0,0.537985,1045.99,304.00,1407.71,562.87,974,252,1480,615,2560,1440
train\train_446.jpg,crops\train\train_446.jpg,1,0,0.964615,1091.74,295.04,1463.41,566.43,1017,241,1538,621,2560,1440
train\train_447.jpg,crops\train\train_447.jpg,1,0,0.912004,1057.26,222.93,1417.42,478.84,985,172,1489,530,2560,1440
train\train_448.jpg,crops\train\train_448.jpg,1,0,0.952032,873.00,502.84,1219.00,639.58,804,475,1288,667,2560,1440
train\train_449.jpg,crops\train\train_449.jpg,1,0,0.970501,862.28,373.11,1214.05,507.39,792,346,1284,534,2560,1440
train\train_450.jpg,crops\train\train_450.jpg,1,0,0.892095,703.75,321.29,1058.45,448.44,633,296,1129,474,2560,1440
train\train_451.jpg,crops\train\train_451.jpg,1,0,0.979969,1199.79,317.02,1457.80,585.17,1148,263,1509,639,2560,1440
train\train_452.jpg,crops\train\train_452.jpg,1,0,0.971503,1089.00,388.05,1375.06,677.36,1032,330,1432,735,2560,1440
train\train_453.jpg,crops\train\train_453.jpg,1,0,0.969121,1088.54,357.59,1449.22,618.70,1016,305,1521,671,2560,1440
train\train_454.jpg,crops\train\train_454.jpg,1,0,0.959179,1005.82,276.88,1393.06,553.75,928,222,1471,609,2560,1440
train\train_455.jpg,crops\train\train_455.jpg,1,0,0.853159,989.55,394.73,1348.39,652.16,918,343,1420,704,2560,1440
train\train_456.jpg,crops\train\train_456.jpg,1,0,0.953094,962.51,368.75,1330.63,636.89,889,315,1404,691,2560,1440
train\train_457.jpg,crops\train\train_457.jpg,1,0,0.964980,1026.63,362.44,1395.55,629.20,953,309,1469,683,2560,1440
train\train_458.jpg,crops\train\train_458.jpg,1,0,0.963289,1064.17,534.93,1409.01,656.06,995,511,1478,680,2560,1440
train\train_459.jpg,crops\train\train_459.jpg,1,0,0.667780,1029.40,508.33,1370.36,639.23,961,482,1439,665,2560,1440
train\train_460.jpg,crops\train\train_460.jpg,1,0,0.307984,1003.59,484.82,1352.80,613.08,934,459,1423,639,2560,1440
train\train_461.jpg,crops\train\train_461.jpg,1,0,0.952536,1211.85,446.30,1531.59,775.91,1148,380,1596,842,2560,1440
train\train_462.jpg,crops\train\train_462.jpg,1,0,0.984216,1121.04,439.20,1478.33,805.88,1050,366,1550,879,2560,1440
train\train_463.jpg,crops\train\train_463.jpg,1,0,0.959584,1229.16,551.88,1594.12,843.68,1156,494,1667,902,2560,1440
train\train_464.jpg,crops\train\train_464.jpg,1,0,0.985843,1059.77,404.26,1442.55,701.33,983,345,1519,761,2560,1440
train\train_465.jpg,crops\train\train_465.jpg,1,0,0.929996,1093.22,328.80,1498.66,632.75,1012,268,1580,694,2560,1440
train\train_466.jpg,crops\train\train_466.jpg,1,0,0.930153,1144.95,334.90,1536.59,627.28,1067,276,1615,686,2560,1440
train\train_467.jpg,crops\train\train_467.jpg,1,0,0.633857,1222.73,474.56,1601.80,748.57,1147,420,1678,803,2560,1440
train\train_468.jpg,crops\train\train_468.jpg,1,0,0.966668,1065.15,507.80,1402.48,648.56,998,480,1470,677,2560,1440
train\train_469.jpg,crops\train\train_469.jpg,1,0,0.829931,1150.69,478.07,1472.17,614.67,1086,451,1536,642,2560,1440
train\train_470.jpg,crops\train\train_470.jpg,1,0,0.950665,1084.49,449.14,1422.61,594.71,1017,420,1490,624,2560,1440
train\train_471.jpg,crops\train\train_471.jpg,1,0,0.968892,1235.85,353.92,1526.37,653.34,1178,294,1584,713,2560,1440
train\train_472.jpg,crops\train\train_472.jpg,1,0,0.971823,1208.24,359.82,1508.53,666.84,1148,298,1569,728,2560,1440
train\train_473.jpg,crops\train\train_473.jpg,1,0,0.837792,1222.02,355.89,1511.11,577.55,1164,312,1569,622,2560,1440
train\train_474.jpg,crops\train\train_474.jpg,1,0,0.959283,1203.20,429.22,1513.42,594.75,1141,396,1575,628,2560,1440
train\train_475.jpg,crops\train\train_475.jpg,1,0,0.918504,1191.69,438.13,1498.04,604.82,1130,405,1559,638,2560,1440
train\train_476.jpg,crops\train\train_476.jpg,1,0,0.898456,1134.02,594.71,1439.58,779.13,1073,558,1501,816,2560,1440
train\train_477.jpg,crops\train\train_477.jpg,1,0,0.969065,1096.40,572.07,1405.29,757.67,1035,535,1467,795,2560,1440
train\train_478.jpg,crops\train\train_478.jpg,1,0,0.971709,1037.97,450.42,1338.96,561.83,978,428,1399,584,2560,1440
train\train_479.jpg,crops\train\train_479.jpg,1,0,0.954045,1002.09,398.25,1313.08,513.99,940,375,1375,537,2560,1440
train\train_480.jpg,crops\train\train_480.jpg,1,0,0.331767,880.95,284.86,1192.75,395.64,819,263,1255,418,2560,1440
train\train_481.jpg,crops\train\train_481.jpg,1,0,0.971717,1056.08,269.73,1355.98,582.33,996,207,1416,645,2560,1440
train\train_482.jpg,crops\train\train_482.jpg,1,0,0.770882,1040.90,379.69,1348.03,691.85,979,317,1409,754,2560,1440
train\train_483.jpg,crops\train\train_483.jpg,1,0,0.455205,1052.11,487.00,1396.03,749.46,983,435,1465,802,2560,1440
train\train_484.jpg,crops\train\train_484.jpg,1,0,0.966380,1005.91,382.73,1362.54,642.01,935,331,1434,694,2560,1440
